,sQuestion,lSolutions,Template,lEquations,iIndex,Alignment,Equiv
842,"Kesha has collected the autographs of 9 more television celebrities than she has of movie stars . each tv celebrity autograph is worth $ 75 and each movie star autograph is worth $ 250 . her colection is valued at $ 2,300 . how many Tv celebrity autographs does she have ? how many of movie star autographs does she have ?","[5.0, 14.0]","['a * m + b * n = c', 'm - n = d']","['leather-microfiber=9', '75*leather+250*microfiber=2300']",124939,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 75.0, 'TokenId': 7}, {'coeff': 'b', 'SentenceId': 1, 'Value': 250.0, 'TokenId': 16}, {'coeff': 'c', 'SentenceId': 2, 'Value': 2300.0, 'TokenId': 6}, {'coeff': 'd', 'SentenceId': 0, 'Value': 9.0, 'TokenId': 6}]",[]
843,"Ashley won $ 5000 in a contest . She invested some of the money at 5 % simple interest and $ 400 less than twice that amount at 6.5 % . In one year , she earned $ 298 in interest . How much did she invest at each rate ?","[1800.0, 3200.0]","['0.01 * a * m + 0.01 * b * n = c', 'd * m - n = e']","['2*x - 400 = y', '0.01*5*x+0.01*6.5*y=298']",260563,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 5.0, 'TokenId': 7}, {'coeff': 'b', 'SentenceId': 1, 'Value': 6.5, 'TokenId': 20}, {'coeff': 'c', 'SentenceId': 2, 'Value': 298.0, 'TokenId': 7}, {'coeff': 'd', 'SentenceId': 1, 'Value': 2.0, 'TokenId': 16}, {'coeff': 'e', 'SentenceId': 1, 'Value': 400.0, 'TokenId': 13}]",[]
844,"I have 56 coins consisting of 10-peso and 5-peso coins . If I have a total of 440.00 , how many coins of each type do I have ?","[24.0, 32.0]","['a * m + b * n = c', 'm + n = d']","['student+general=56', '10*student+5*general=440']",796659,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 10.0, 'TokenId': 6}, {'coeff': 'b', 'SentenceId': 0, 'Value': 5.0, 'TokenId': 8}, {'coeff': 'c', 'SentenceId': 1, 'Value': 440.0, 'TokenId': 6}, {'coeff': 'd', 'SentenceId': 0, 'Value': 56.0, 'TokenId': 2}]",[]
845,"At the beginning of the Alay Lakad , Rizza and Angel are 30 km apart . If they leave at the same time and walk in the same direction , Rizza overtakes Angels in 60 hours . If they walk towards each other , they meet in 5 hours . What are their speeds ?","[3.25, 2.75]","['a * m + a * n = b', 'c * m - c * n = b']","['5*speed_boat+5*speed_current=30', '60*speed_boat-60*speed_current=30']",118242,"[{'coeff': 'a', 'SentenceId': 2, 'Value': 5.0, 'TokenId': 10}, {'coeff': 'b', 'SentenceId': 0, 'Value': 30.0, 'TokenId': 12}, {'coeff': 'c', 'SentenceId': 1, 'Value': 60.0, 'TokenId': 18}]",[]
846,"Joan can shovel a certain driveway in 50 minutes . If mary can shovel the same driveway in 20 minutes , how long will it take them , to the nearest minute , to shove the driveway if they work together ?",[14.2857142857],['1 / a * m + 1 / b * m = 1'],['x*(1/50+1/20)=1'],379651,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 50.0, 'TokenId': 7}, {'coeff': 'b', 'SentenceId': 1, 'Value': 20.0, 'TokenId': 8}]",[]
847,"A 24-ton mixture of crushed rock is needed in a construction job ; it will cost $ 800 . If the nixture is composed of rock costing $ 30 per ton and $ 40 per ton , how many tons of each should be added ?","[8.0, 16.0]","['a * m + b * n = c', 'm + n = d']","['40*x + 30*y = 800', 'y=(24-x)']",115404,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 30.0, 'TokenId': 9}, {'coeff': 'b', 'SentenceId': 1, 'Value': 40.0, 'TokenId': 14}, {'coeff': 'c', 'SentenceId': 0, 'Value': 800.0, 'TokenId': 17}, {'coeff': 'd', 'SentenceId': 0, 'Value': 24.0, 'TokenId': 1}]",[]
848,There are 200 heads on a farm and 540 feet . How many cows -LRB- 4 legs -RRB- and how many chickens -LRB- 2 legs -RRB- are there ?,"[130.0, 70.0]","['a * m + b * n = c', 'm + n = d']","['student+general=200', '4*student+2*general=540']",432431,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 4.0, 'TokenId': 4}, {'coeff': 'b', 'SentenceId': 1, 'Value': 2.0, 'TokenId': 12}, {'coeff': 'c', 'SentenceId': 0, 'Value': 540.0, 'TokenId': 8}, {'coeff': 'd', 'SentenceId': 0, 'Value': 200.0, 'TokenId': 2}]",[]
849,"A freight train and an express train leave towns 390 km apart , traveling toward one another . The freight train travels 30 km per hr slower than the express train . They pass one another 3 hr later . What are their speeds ?","[80.0, 50.0]","['a * m + a * n = b', 'n - m = c']","['3*x + 3*y = 390', 'x-y=30']",214694,"[{'coeff': 'a', 'SentenceId': 2, 'Value': 3.0, 'TokenId': 4}, {'coeff': 'b', 'SentenceId': 0, 'Value': 390.0, 'TokenId': 9}, {'coeff': 'c', 'SentenceId': 1, 'Value': 30.0, 'TokenId': 4}]",[]
850,One number is four times another number . The greater of the two numbers is 20 less than three times the difference between the two numbers . Find the numbers .,"[4.0, 16.0]","['a * m - a * n - m = b', 'm - c * n = 0']","['y = 4*x', '3 *( y - x ) - 20 = y']",366069,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 10}, {'coeff': 'b', 'SentenceId': 1, 'Value': 20.0, 'TokenId': 7}, {'coeff': 'c', 'SentenceId': 0, 'Value': 4.0, 'TokenId': 3}]",[]
851,"Two mechanics worked on a car . The first mechanic worked for 10 hours , and the second mechanic worked for 5 hours . Together they charged a total of $ 1150 . What was the rate charged per hour by each mechanic if the sum of the two rates was $ 160 per hour ?","[90.0, 70.0]","['a * m + b * n = c', 'm + n = d']","['student+general=160', '10*student+5*general=1150']",887261,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 10.0, 'TokenId': 5}, {'coeff': 'b', 'SentenceId': 1, 'Value': 5.0, 'TokenId': 14}, {'coeff': 'c', 'SentenceId': 2, 'Value': 1150.0, 'TokenId': 7}, {'coeff': 'd', 'SentenceId': 3, 'Value': 160.0, 'TokenId': 19}]",[]
852,"It took you 6 hrs to travel to town , and it took you 8 hrs to travel back , because your return trip speed was 10 mph less than the outgoing speed . What was your return trip speed ?","[40.0, 30.0]","['a * m - b * n = 0', 'm - n = c']","['y=x-10', '8*y = 6*x']",86437,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 6.0, 'TokenId': 3}, {'coeff': 'b', 'SentenceId': 0, 'Value': 8.0, 'TokenId': 14}, {'coeff': 'c', 'SentenceId': 0, 'Value': 10.0, 'TokenId': 26}]",[]
853,"One number is eight less than five times another . If the sum of the two numbers is 28 , find the numbers .","[22.0, 6.0]","['a * m - n = b', 'm + n = c']","['x+y=28', 'x=5*y-8']",515334,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 5.0, 'TokenId': 6}, {'coeff': 'b', 'SentenceId': 0, 'Value': 8.0, 'TokenId': 3}, {'coeff': 'c', 'SentenceId': 1, 'Value': 28.0, 'TokenId': 8}]",[]
854,The sum of two numbers is 20 . Three times one number is equal to twice the other number .,"[8.0, 12.0]","['a * m - b * n = 0', 'm + n = c']","['3*x = 2*y', 'y=(20-x)']",406873,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 2.0, 'TokenId': 7}, {'coeff': 'b', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 0}, {'coeff': 'c', 'SentenceId': 0, 'Value': 20.0, 'TokenId': 6}]",[]
855,A pet store sold dogs and parakeets . They counted 15 heads and 42 feet . How many dogs were there ?,"[9.0, 6.0]","['m + n = a', '2 * m + 4 * n = b']","['goats+chickens=15', '2*chickens+4*goats=42']",52463,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 15.0, 'TokenId': 2}, {'coeff': 'b', 'SentenceId': 1, 'Value': 42.0, 'TokenId': 5}]",[]
856,The difference in the age of two girls is 1 year . The sum of their ages is 27 . What are their ages ?,"[14.0, 13.0]","['m + n = a', 'm - n = b']","['x-y=1', 'x+y=27']",29965,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 27.0, 'TokenId': 6}, {'coeff': 'b', 'SentenceId': 0, 'Value': 1.0, 'TokenId': 9}]",[]
857,How many pounds of lima beans that cost $ 0.90 per pound must be mixed with 16 pounds of corn costs $ 0.50 per pound to make a mixture of vegetable that costs $ 0.65 per pound ?,[9.6],['a * m - b * m = b * c - c * d'],['.90*x+.50*(16)=.65*(16+x)'],160272,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 0.9, 'TokenId': 9}, {'coeff': 'b', 'SentenceId': 0, 'Value': 0.65, 'TokenId': 34}, {'coeff': 'c', 'SentenceId': 0, 'Value': 16.0, 'TokenId': 16}, {'coeff': 'd', 'SentenceId': 0, 'Value': 0.5, 'TokenId': 22}]",[]
858,A bank teller notices that he has 50 coins all of which are 5c and 10c pieces . He finds that the value of the coins is $ 4.20 . How many of each must he have ?,"[16.0, 34.0]","['0.05 * m + 0.1 * n = a', 'm + n = b']","['x+y=50', '0.05*x + 0.10*y = 4.20']",751866,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 4.2, 'TokenId': 10}, {'coeff': 'b', 'SentenceId': 0, 'Value': 50.0, 'TokenId': 7}]",[]
859,"In 22 years , Alexis ' age will be two hundred ninety-seven less than four times the age of Alyssa . Alexis ' age is one hundred sixty-two less than three times the age of Alyssa . What are their ages ?","[45.0, 69.0]","['m - a * n = a * b - c - b', 'd * n - m = e']","['x + 22 = 4 *( y + 22 ) - 297', 'x = 3*y - 162']",2107,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 4.0, 'TokenId': 14}, {'coeff': 'b', 'SentenceId': 0, 'Value': 22.0, 'TokenId': 1}, {'coeff': 'c', 'SentenceId': 0, 'Value': 297.0, 'TokenId': 9}, {'coeff': 'd', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 9}, {'coeff': 'e', 'SentenceId': 1, 'Value': 162.0, 'TokenId': 4}]",[]
860,"For Monday mornings staff meeting , Jim bought 2 bags of bagels and 3 packages of cream cheese and paid $ 9.75 -LRB- excluding sales tax -RRB- . For Fridays meeting , he bought 4 bags of bagels and 2 packages of cream cheese and paid $ 12.50 -LRB- again , excluding sales tax -RRB- . How much do bags of bagels and packages of cream cheese cost ?","[2.25, 1.75]","['a * m + b * n = c', 'd * m + e * n = f']","['2*x + 3*y = 9.75', '4*x + 2*y = 12.50']",148918,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 2.0, 'TokenId': 8}, {'coeff': 'b', 'SentenceId': 0, 'Value': 3.0, 'TokenId': 13}, {'coeff': 'c', 'SentenceId': 0, 'Value': 9.75, 'TokenId': 21}, {'coeff': 'd', 'SentenceId': 1, 'Value': 4.0, 'TokenId': 6}, {'coeff': 'e', 'SentenceId': 1, 'Value': 2.0, 'TokenId': 11}, {'coeff': 'f', 'SentenceId': 1, 'Value': 12.5, 'TokenId': 19}]",[]
861,A motor boat takes 5 hrs to travel 300 mi going upstream . The return trip takes 2 hrs . going downstream . What is the rate of the boat in still water and what is the rate of the current ?,"[105.0, 45.0]","['a * m + a * n = b', 'c * m - c * n = b']","['300=5*(x-y)', '300=2*(x+y)']",374768,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 2.0, 'TokenId': 4}, {'coeff': 'b', 'SentenceId': 0, 'Value': 300.0, 'TokenId': 8}, {'coeff': 'c', 'SentenceId': 0, 'Value': 5.0, 'TokenId': 4}]",[]
862,"The sum of two numbers is 36 . If the larger is divided by the smaller , the quotient is 2 and the remainder is 3 . Find the numbers . Please help .","[25.0, 11.0]","['m - a * n = b', 'm + n = c']","['x+y=36', 'x-2*y=3']",666554,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 2.0, 'TokenId': 12}, {'coeff': 'b', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 17}, {'coeff': 'c', 'SentenceId': 0, 'Value': 36.0, 'TokenId': 6}]",[]
863,Bobbys treatment paint store sells a special shade of pink paint which is made from red and white paint . The amount of red paint needed is three times the amount of white . How much of each kind is needed to make 80 gallons of Bobbys paint .,"[20.0, 60.0]","['m + n = a', 'n - b * m = 0']","['y+x=80', 'y=3*x']",677790,"[{'coeff': 'a', 'SentenceId': 2, 'Value': 80.0, 'TokenId': 9}, {'coeff': 'b', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 7}]",[]
864,"Twice the larger number is three times the smaller , and their sum is 20 . Find the numbers .","[12.0, 8.0]","['a * m - b * n = 0', 'm + n = c']","['2*x = 3*y', 'x+y=20']",571512,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 2.0, 'TokenId': 0}, {'coeff': 'b', 'SentenceId': 0, 'Value': 3.0, 'TokenId': 5}, {'coeff': 'c', 'SentenceId': 0, 'Value': 20.0, 'TokenId': 14}]",[]
865,How many scoops of natural seedless raisens costing $ 3.45 per scoop must be mixed with 20 scoops of golden seedless raisens costing $ 2.55 per scoop to obtain a mixture costing $ 3 per scoop ?,[20.0],['a * m - b * m = b * c - c * d'],['3.45*x+2.55*(20)=3*(20+x)'],418248,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 3.45, 'TokenId': 9}, {'coeff': 'b', 'SentenceId': 0, 'Value': 3.0, 'TokenId': 33}, {'coeff': 'c', 'SentenceId': 0, 'Value': 20.0, 'TokenId': 16}, {'coeff': 'd', 'SentenceId': 0, 'Value': 2.55, 'TokenId': 24}]",[]
866,A mixture of 10 % acid and 90 % water is added to 5 liters of pure acid . The final mixture is 40 % water . How many liters of water are in the final mixture ?,[-6.0],['0.01 * a * m - 0.01 * b * m = 0.01 * b * c - c'],['(0.01*90)*x+5=(0.01*40)*(x+5)'],214577,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 90.0, 'TokenId': 7}, {'coeff': 'b', 'SentenceId': 1, 'Value': 40.0, 'TokenId': 4}, {'coeff': 'c', 'SentenceId': 0, 'Value': 5.0, 'TokenId': 13}]",[]
867,"The sum of the digits of a certain 2-digit number is 13 . When you reverse the number , the new number is 9 less than the original number . The difference between the 2 digits is 1 . Find the original number .","[7.0, 6.0]","['10 * m + n - 10 * n - m = -1 * a', 'n + m = b']","['x+y=13', '10*y + x + 9 = 10*x + y']",271141,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 9.0, 'TokenId': 10}, {'coeff': 'b', 'SentenceId': 0, 'Value': 13.0, 'TokenId': 11}]",[]
868,five times the difference of a number and one yields the same result as twice the same number increase by three . Find the number .,[2.66666666667],['a * m - b * m = c + a * d'],['5*(x-1)=2*x+3'],151676,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 5.0, 'TokenId': 0}, {'coeff': 'b', 'SentenceId': 0, 'Value': 2.0, 'TokenId': 14}, {'coeff': 'c', 'SentenceId': 0, 'Value': 3.0, 'TokenId': 20}, {'coeff': 'd', 'SentenceId': 0, 'Value': 1.0, 'TokenId': 8}]",[]
869,"the sume of two numbers is 28 , their difference is 2 . what are the numbers ?","[15.0, 13.0]","['m + n = a', 'm - n = b']","['x+y=28', 'x-y=2']",244172,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 28.0, 'TokenId': 6}, {'coeff': 'b', 'SentenceId': 0, 'Value': 2.0, 'TokenId': 11}]",[]
870,Two number differ by 10 . The larger number is 6 less than twice the smaller number . Find the numbers .,"[16.0, 26.0]","['a * m - n = b', 'n - m = c']","['y=x+10', 'y = 2*x - 6']",468522,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 2.0, 'TokenId': 7}, {'coeff': 'b', 'SentenceId': 1, 'Value': 6.0, 'TokenId': 4}, {'coeff': 'c', 'SentenceId': 0, 'Value': 10.0, 'TokenId': 4}]",[]
871,"Maria is now four times as old as Kate . Four years ago , Maria was six times as old as Kate . Find each of their actual ages now .","[10.0, 40.0]","['m - a * n = -1 * a * b + b', 'm - c * n = 0']","['y = 4*x', 'y - 4 = 6 *( x - 4 )']",709348,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 6.0, 'TokenId': 6}, {'coeff': 'c', 'SentenceId': 0, 'Value': 4.0, 'TokenId': 3}, {'coeff': 'b', 'SentenceId': 1, 'Value': 4.0, 'TokenId': 0}]",[]
872,A cattle train left Abuja traveling west six hours before a diesel train . The diesel train traveled in the opposite direction going 33 mph slower then the cattle train for 12 hours after which time the trains were 1284 mi . apart . What was the cattle trains speed ?,"[56.0, 23.0]","['a * m + b * m + a * n = c', 'm - n = d']","['( 12 + 6 ) *x + ( 12 ) *y = 1284', 'y=(x-33)']",469962,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 12.0, 'TokenId': 17}, {'coeff': 'b', 'SentenceId': 0, 'Value': 6.0, 'TokenId': 7}, {'coeff': 'c', 'SentenceId': 1, 'Value': 1284.0, 'TokenId': 25}, {'coeff': 'd', 'SentenceId': 1, 'Value': 33.0, 'TokenId': 9}]",[]
873,"Suppose that you have entered a 90-mile biathlon that consists of a run and bicycle race . During your run , your average rate is 7 mph and during your bicycle race , your average rate is 26 mph . You finish the race in 5 hours . What is the distance of the run and what is the distance of the bicycle race ?","[2.10526315789, 2.89473684211]","['a * m + b * n = c', 'm + n = d']","['7*x + 26*y = 90', 'y=5-x']",406329,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 7.0, 'TokenId': 8}, {'coeff': 'b', 'SentenceId': 1, 'Value': 26.0, 'TokenId': 20}, {'coeff': 'c', 'SentenceId': 0, 'Value': 90.0, 'TokenId': 6}, {'coeff': 'd', 'SentenceId': 2, 'Value': 5.0, 'TokenId': 5}]",[]
874,Randy Howard can type a paper in 30 minutes . His sister candy can type the same paper in 45 minutes . How many minutes will it take them if they type the paper together ?,[18.0],['1 / a * m + 1 / b * m = 1'],['( 1 / 30 + 1 / 45 ) *x = 1'],413586,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 30.0, 'TokenId': 7}, {'coeff': 'b', 'SentenceId': 1, 'Value': 45.0, 'TokenId': 9}]",[]
875,"Stan invested $ 5,000 , part at 8 % and part at 17 % . If the total interest at the end of the year is $ 490 , how much did he invest at 8 % ?","[1000.0, 4000.0]","['0.01 * a * m + 0.01 * b * n = c', 'n + m = d']","['0.01*8*six_percent+0.01*17*nine_percent=490', 'six_percent+nine_percent=5000']",119770,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 8.0, 'TokenId': 7}, {'coeff': 'b', 'SentenceId': 0, 'Value': 17.0, 'TokenId': 12}, {'coeff': 'c', 'SentenceId': 1, 'Value': 490.0, 'TokenId': 12}, {'coeff': 'd', 'SentenceId': 0, 'Value': 5000.0, 'TokenId': 3}]","[[[1, 20, 8.0], [0, 7, 8.0]]]"
876,"Train A , traveling 70 mph , leaves West heading toward East , 260 miles away . At the same time Train B , traveling 60 mph , leaves East heading toward West . When do the Two trains meet ?",[2.0],['a * m + b * m = c'],['x*(70+60)=260'],475338,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 70.0, 'TokenId': 4}, {'coeff': 'b', 'SentenceId': 1, 'Value': 60.0, 'TokenId': 8}, {'coeff': 'c', 'SentenceId': 0, 'Value': 260.0, 'TokenId': 13}]",[]
877,$ 8.85 worth of quarters and dimes . there are only 45 coins . how many quarters . how many dimes,"[29.0, 16.0]","['a * m + b * n = c', 'm + n = d']","['0.25*x+0.10*y=8.85', 'y=(45-x)']",844994,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 0.25, 'TokenId': 4}, {'coeff': 'b', 'SentenceId': 0, 'Value': 0.10000000149011601, 'TokenId': 6}, {'coeff': 'c', 'SentenceId': 0, 'Value': 8.85, 'TokenId': 1}, {'coeff': 'd', 'SentenceId': 1, 'Value': 45.0, 'TokenId': 3}]","[[[2, 2, 0.25], [0, 4, 0.25]], [[0, 6, 0.1], [3, 2, 0.1]]]"
878,An alloy of metals is 25 % copper . ANother alloy is 50 % copper . how much of each alloy should be used to make 1000 grams of an alloy that is 45 % copper ?,"[200.0, 800.0]","['a * m + b * n = c * d', 'm + n = c']","['0.01*25*twenty_mix+0.01*50*eighty_mix=0.01*1000*45', 'twenty_mix+eighty_mix=1000']",164971,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 25.0, 'TokenId': 5}, {'coeff': 'b', 'SentenceId': 1, 'Value': 50.0, 'TokenId': 3}, {'coeff': 'c', 'SentenceId': 2, 'Value': 1000.0, 'TokenId': 10}, {'coeff': 'd', 'SentenceId': 2, 'Value': 45.0, 'TokenId': 17}]",[]
879,"If you sold one half of your tickets and gave away one quarter of the rest . It would equal 3,600 tickets . How many did you have in the beginning ?",[5760.0],['a * m + b * a * m = c'],['0.5*x + 0.25 * 0.5 * x = 3600'],381717,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 0.5, 'TokenId': 4}, {'coeff': 'b', 'SentenceId': 0, 'Value': 0.25, 'TokenId': 12}, {'coeff': 'c', 'SentenceId': 1, 'Value': 3600.0, 'TokenId': 3}]",[]
880,A boat traveled 96 miles in 8 hours against the current . The boat returned to its starting point following the saame course traveling with the current . The return trip took 5 hours . What is the speed of the current and the speed of the boat in still water ?,"[15.6, 3.6]","['a * m + a * n = b', 'c * m - c * n = b']","['5*speed_boat+5*speed_current=96', '8*speed_boat-8*speed_current=96']",23409,"[{'coeff': 'a', 'SentenceId': 2, 'Value': 5.0, 'TokenId': 4}, {'coeff': 'b', 'SentenceId': 0, 'Value': 96.0, 'TokenId': 3}, {'coeff': 'c', 'SentenceId': 0, 'Value': 8.0, 'TokenId': 6}]",[]
881,Jenna is 5 years older than Darius . The sum of their ages is 21 years . How old are Jenna and Darius ?,"[8.0, 13.0]","['m + n = a', 'm - n = b']","['y=x+5', 'x+y=21']",763385,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 21.0, 'TokenId': 6}, {'coeff': 'b', 'SentenceId': 0, 'Value': 5.0, 'TokenId': 2}]",[]
882,If positive number is 5 less than another positive number . Six times lesser number minus 3 times the greater number is 3 . Find the 2 positive numbers .,"[6.0, 11.0]","['a * m - b * n = c', 'n - m = d']","['y=x+5', '6*x-3*y=3']",829105,"[{'coeff': 'a', 'SentenceId': 1, 'Value': 6.0, 'TokenId': 0}, {'coeff': 'b', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 5}, {'coeff': 'c', 'SentenceId': 1, 'Value': 3.0, 'TokenId': 11}, {'coeff': 'd', 'SentenceId': 0, 'Value': 5.0, 'TokenId': 4}]",[]
883,"A person traveling 4 hours by plane and 25 hours by ship covers 1580 miles . If the speed of the plane had been half of the actual speed and the speed of the ship had been a quarter greater , the person would have traveled only 1315 miles in the same length of time . Find the speeds of the plane and the ship .","[895.0, -80.0]","['a * b * m + c * d * n = e - c * 1', 'a * m + c * n = f']","['4*x + 25*y = 1580', '4 *( .5*x ) + 25 *( 1 + 0.25*y ) = 1315']",120766,"[{'coeff': 'a', 'SentenceId': 0, 'Value': 4.0, 'TokenId': 3}, {'coeff': 'b', 'SentenceId': 1, 'Value': 0.5, 'TokenId': 8}, {'coeff': 'c', 'SentenceId': 0, 'Value': 25.0, 'TokenId': 8}, {'coeff': 'd', 'SentenceId': 1, 'Value': 0.25, 'TokenId': 22}, {'coeff': 'e', 'SentenceId': 1, 'Value': 1315.0, 'TokenId': 31}, {'coeff': 'f', 'SentenceId': 0, 'Value': 1580.0, 'TokenId': 13}]",[]
