ID,Body,Question,Equation,Answer,Type
chal-390,Debby bought 200 water bottles and 256 soda bottles when they were on sale. If she drank 312 water bottles and 4 soda bottles a day,How many days would the soda bottles last?,( 256.0 / 4.0 ),64,Common-Division
chal-391,Jerry had 5 action figures and 2 books on a shelf in his room. Later he added 9 more books to the shelf.,How many more books than action figures were on his shelf?,( ( 2.0 + 9.0 ) - 5.0 ),6,Subtraction
chal-392,Robin's hair was 19 inches long. If he grew 18 more inches,How long is his hair now?,( 19.0 + 18.0 ),37,Addition
chal-393,Danny collects bottle caps and wrappers. He found 82 wrappers and 29 bottle caps at the park. Now he has 42 bottle caps and 61 wrappers in his collection.,How many bottle caps did danny have at first?,( 42.0 - 29.0 ),13,Subtraction
chal-394,If you had 4 bags with equal number of cookies and 36 cookies in total,How many cookies does each bag have?,( 36.0 / 4.0 ),9,Common-Division
chal-395,White t - shirts can be purchased in packages of 13. If mom buys 39 white t - shirts,How many packages will she have?,( 39.0 / 13.0 ),3,Common-Division
chal-396,In a school there are 706 girls and 222 boys. 418 more girls joined the school.,How many pupils are there in the school now?,( ( 706.0 + 222.0 ) + 418.0 ),1346,Addition
chal-397,For the walls of the house John would use large planks of wood. Each plank needs 2 pieces of nails to be secured and he would use 16 planks.,How many nails does John need for the house wall?,( 16.0 * 2.0 ),32,Multiplication
chal-398,At the arcade Dave had won 13 tickets. If he used 8 to buy some toys and 18 more to buy some clothes,How many more tickets did Dave use to buy clothes than he did to buy toys?,( 18.0 - 8.0 ),10,Subtraction
chal-399,Marco and his dad went strawberry picking. Together their strawberries weighed 35 pounds. Marco's strawberries weighed 13 pounds.,How much more did his dad's strawberries weigh than his?,( ( 35.0 - 13.0 ) - 13.0 ),9,Subtraction
chal-400,An industrial machine can make 3 shirts a minute. It made 4 shirts yesterday and 8 shirts today.,How many minutes did the machine work in all?,( ( 4.0 + 8.0 ) / 3.0 ),4,Common-Division
chal-401,"19 red peaches, 11 yellow peaches and 12 green peaches are in the basket.",How many more red peaches than yellow peaches are in the basket?,( 19.0 - 11.0 ),8,Subtraction
chal-402,For Gwen's birthday she received 8 dollars from her mom. Her dad gave her 5 more dollars. If she spent 4 dollars.,How much more money did she receive from her mom than she did from her dad?,( 8.0 - 5.0 ),3,Subtraction
chal-403,The ring toss game at the carnival made the same amount of money each day. In total in 30 days they earned 420 dollars. Together with game they earned 22 dollars.,How much did ring toss game make per day?,( 420.0 / 30.0 ),14,Common-Division
chal-404,Dave had 16 apps and 77 files on his phone. After deleting some apps and files he had 5 apps and 23 files left.,How many apps did he delete?,( 16.0 - 5.0 ),11,Subtraction
chal-405,Paco had 39 sweet cookies and 6 salty cookies. He ate 23 salty cookies and 32 sweet cookies.,How many more sweet cookies than salty cookies did he eat?,( 32.0 - 23.0 ),9,Subtraction
chal-406,Haley grew 13 trees in her backyard. After a typhoon 6 died.,How many more trees survived the typhoon than those that died?,( ( 13.0 - 6.0 ) - 6.0 ),1,Subtraction
chal-407,Julia played tag with 18 kids on monday. She played tag with 10 kids on tuesday.,How many more kids did she play with on monday than on tuesday?,( 18.0 - 10.0 ),8,Subtraction
chal-408,Kelly has 46 nintendo games and 132 sony games.,How many sony games does she need to give away so that she will have 31 sony games left?,( 132.0 - 31.0 ),101,Subtraction
chal-409,5 red peaches and 11 green peaches are in the basket.,How many more green peaches than red peaches are in the basket?,( 11.0 - 5.0 ),6,Subtraction
chal-410,Nell collects baseball cards. She gave 301 of her cards to Jeff and now has 154 cards left..,How many cards did Nell have initially?,( 154.0 + 301.0 ),455,Addition
chal-411,"Julia played tag with 15 kids on monday, 18 kids on tuesday and 97 kids on wednesday.",How many kids did she play with on monday and tuesday?,( 15.0 + 18.0 ),33,Addition
chal-412,"Rachel had to complete 9 pages of math homework, 2 pages of reading homework and 96 more pages of biology homework.",How many more pages of math homework than reading homework did she have?,( 9.0 - 2.0 ),7,Subtraction
chal-413,36 campers went rowing in the morning 13 campers went rowing in the afternoon and 49 campers went rowing in the evening.,How many campers went rowing in all?,( ( 36.0 + 13.0 ) + 49.0 ),98,Addition
chal-414,Josh had 4 marbles in his collection. He lost 16 marbles and found 8 new ones.,How many more marbles did he lose than those he found?,( 16.0 - 8.0 ),8,Subtraction
chal-415,Danny collects bottle caps and wrappers. He found 11 bottle caps and 28 wrappers at the park. Now he has 68 bottle caps and 51 wrappers in his collection.,How many more wrappers than bottle caps did danny find at the park?,( 28.0 - 11.0 ),17,Subtraction
chal-416,Dave had 59 files and 15 apps on his phone. After deleting some apps and files he had 12 apps and 30 files left.,How many apps did he delete?,( 15.0 - 12.0 ),3,Subtraction
chal-417,Paul had 71 books. After selling some in a garage sale he bought 38 new ones. If he has 116 books now,How many more books did he buy than he sold?,( 116.0 - 71.0 ),45,Subtraction
chal-418,Allan brought 7 balloons and 5 balls while Jake brought 6 balloons and 4 balls to the park.,How many balls did Allan and Jake have in the park?,( 5.0 + 4.0 ),9,Addition
chal-419,You have 104 dollars.,How many packs of dvds can you buy if each pack costs 26 dollars?,( 104.0 / 26.0 ),4,Common-Division
chal-420,Kelly has 20 nintendo games and 70 sony games.,How many nintendo games does she need to give away so that she will have 12 nintendo games left?,( 20.0 - 12.0 ),8,Subtraction
chal-421,Julia played tag with 11 kids on monday. She played tag with 12 kids on tuesday.,How many more kids did she play with on tuesday than on monday?,( 12.0 - 11.0 ),1,Subtraction
chal-422,Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. The next day she found 7 more bags worth of cans.,How many more bags did she have on monday than she found on the next day?,( 8.0 - 7.0 ),1,Subtraction
chal-423,There are 3941 skittles in Steven's skittles collection. Steven also has 4950 erasers. If the erasers are organized into 495 groups,How big is each group?,( 4950.0 / 495.0 ),10,Common-Division
chal-424,Because of the decision Sofia asked the students to suggest specific types of food. 457 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 63 more students suggested adding mashed potatoes than those that suggested bacon,How many students suggested bacon?,( 457.0 - 63.0 ),394,Subtraction
chal-425,The Razorback t-shirt shop sells each t-shirt for $ 51 dollars. During the Arkansas and Texas tech game they offered a discount of $ 8 per t-shirt and sold 130 t-shirts.,How much money did they make from selling the t-shirts?,( ( 51.0 - 8.0 ) * 130.0 ),5590,Multiplication
chal-426,5 storks and 3 birds were sitting on the fence. 4 more birds came to join them.,How many more birds than storks are sitting on the fence?,( ( 3.0 + 4.0 ) - 5.0 ),2,Subtraction
chal-427,Matthew had 29 crackers and 30 cakes. If Matthew gave equal numbers of crackers and cakes to his 2 friends,How many cakes did each person eat?,( 30.0 / 2.0 ),15,Common-Division
chal-428,There were 10 roses in the vase. Jessica cut 8 more roses from her flower garden and put them in the vase.,How many roses are there in the vase now?,( 10.0 + 8.0 ),18,Addition
chal-429,Frank was reading through his favorite book. The book had 555 pages equally distributed over 5 chapters. It took Frank 220 days to finish the book.,How many pages are in each chapter?,( 555.0 / 5.0 ),111,Common-Division
chal-430,Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies.,How many sweet cookies did Paco have left?,( 22.0 - 15.0 ),7,Subtraction
chal-431,Mary is baking a cake. The recipe calls for 9 cups of flour and 5 cups of sugar. She already put in 3 cups of flour and 62 cups of sugar.,How many more cups of flour does she need to add?,( 9.0 - 3.0 ),6,Subtraction
chal-432,Each pack of dvds costs 107 dollars. If there is a discount of 106 dollars on each pack,How many packs of dvds can you buy with 93 dollars?,( 93.0 / ( 107.0 - 106.0 ) ),93,Common-Division
chal-433,There are 8 different books and 10 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 61 of the movies,How many more movies than books are there in the ' crazy silly school ' series?,( 10.0 - 8.0 ),2,Subtraction
chal-434,Bobby ate 33 pieces of candy. Then he ate 4 more. He also ate 14 pieces of chocolate.,How many pieces of candy and chocolate did Bobby eat altogether?,( ( 33.0 + 4.0 ) + 14.0 ),51,Addition
chal-435,Bryan took a look at his books as well. He has 7 bookshelves with each having the same number of books. If he has a total of 28 books,How many books are there in each bookshelf?,( 28.0 / 7.0 ),4,Common-Division
chal-436,Melissa scored 12 points in each game. If she scored a total of 36 points,How many games did she play?,( 36.0 / 12.0 ),3,Common-Division
chal-437,Rachel had to complete 8 pages of math homework. If she had to complete 6 more pages of reading homework than math homework,How many pages of reading homework did she have to complete?,( 8.0 + 6.0 ),14,Addition
chal-438,Jack received 6 emails and sent 91 letters in the morning. He then received 2 emails and sent 74 letters in the afternoon.,How many emails did Jack receive in the day?,( 6.0 + 2.0 ),8,Addition
chal-439,At the arcade Dave had won 7 tickets. He used some tickets to buy toys. If he still has 2 tickets left,How many tickets did Dave use to buy toys?,( 7.0 - 2.0 ),5,Subtraction
chal-440,Every day Ryan spends 7 hours on learning english and some more hours on learning chinese. If he spends 2 hours more on learning english than on learning chinese,How many hours does he spend on learning chinese?,( 7.0 - 2.0 ),5,Subtraction
chal-441,Katie had 91 ds games and her new friends had 88 games and old friends had 53 games.,How many games do her friends have in all?,( 88.0 + 53.0 ),141,Addition
chal-442,Paul got a box of some crayons for his birthday. During the school year he gave 52 crayons to his friends while he lost 535 crayons. If he only had 492 crayons left,How many crayons had been lost or given away?,( 52.0 + 535.0 ),587,Addition
chal-443,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 294 of the pickers that they fill 244 drums of grapes per day and 47 drums of raspberries per day.",How many drums of grapes would be filled in 146 days?,( 244.0 * 146.0 ),35624,Multiplication
chal-444,Jake has 7 fewer peaches than Steven and 8 more peaches than Jill. Steven has 17 peaches.,How many peaches does Jill have?,( ( 17.0 - 7.0 ) - 8.0 ),2,Subtraction
chal-445,"2 red peaches, 6 yellow peaches and 14 green peaches are in the basket.",How many more green peaches than yellow peaches are in the basket?,( 14.0 - 6.0 ),8,Subtraction
chal-446,A book has 31 chapters. Each chapter is 61 pages long.,How many pages does the book have altogether?,( 31.0 * 61.0 ),1891,Multiplication
chal-447,Brenda's mother made cookies for guests. Each guest had 2 cookies. If she prepared a total of 10 cookies,How many guests did she prepare cookies for?,( 10.0 / 2.0 ),5,Common-Division
chal-448,Every day Ryan spends a total of 3 hours on learning english and chinese. If he spends 2 hours on learning english everyday,How many hours does he spend on learning chinese?,( 3.0 - 2.0 ),1,Subtraction
chal-449,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by 235 of the pickers that they fill 100 drums of raspberries per day and 221 drums of grapes per day.",How many drums of grapes would be filled in 77 days?,( 221.0 * 77.0 ),17017,Multiplication
chal-450,Bobby ate 38 pieces of candy. Then he ate 36 more. He also ate 16 pieces of chocolate.,How many more pieces of candy than chocolate did Bobby eat?,( ( 38.0 + 36.0 ) - 16.0 ),58,Subtraction
chal-451,He then went to see the oranges being harvested. He found out that they harvested 54 sacks of oranges.,How many days did it take to harvest them if they harvested 18 sacks of oranges per day?,( 54.0 / 18.0 ),3,Common-Division
