,Unnamed: 0.2,Unnamed: 0.1,ID,Body,Question,Equation,Answer,Type,Symbolic Problem,Symbolic Equation,Variables,Numbers
259,259,259,chal-260,Kelly gives away 91 nintendo games.,How many did she have initially if she still has 92 games left?,( 91.0 + 92.0 ),183,Addition,Kelly gives away <1> nintendo games. how many did she have initially if she still has <2> games left?,( <1> + <2> ),"['<1>', '<2>']","['91', '92']"
260,260,260,chal-261,The Razorback t-shirt shop makes $ 106 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 242 t-shirts. If they sold 115 t-shirts during the Arkansas game,How many t-shirts did they sell during the Texas tech game?,( 242.0 - 115.0 ),127,Subtraction,The Razorback t-shirt shop makes $ <1> dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of <2> t-shirts. If they sold <3> t-shirts during the Arkansas game how many t-shirts did they sell during the texas tech game?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['106', '242', '115']"
261,261,261,chal-262,The Razorback t-shirt shop makes $ 23 dollars off each t-shirt sold. During the Arkansas and Texas tech game they made $ 230 by selling t-shirts.,How many t-shirts did they sell?,( 230.0 / 23.0 ),10,Common-Division,The Razorback t-shirt shop makes $ <1> dollars off each t-shirt sold. During the Arkansas and Texas tech game they made $ <2> by selling t-shirts. how many t-shirts did they sell?,( <1>0 / 23.0 ),"['<1>', '<2>']","['23', '230']"
262,262,262,chal-263,Randy has 90 blocks. He uses 89 blocks to build a house and 63 blocks to build a tower.,How many more blocks did he use to build the house than he did to build the tower?,( 89.0 - 63.0 ),26,Subtraction,Randy has <1> blocks. He uses <2> blocks to build a house and <3> blocks to build a tower. how many more blocks did he use to build the house than he did to build the tower?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['90', '89', '63']"
263,263,263,chal-264,Allan brought 2 balloons and Jake brought 3 balloons to the park.,How many more balloons did Jake have than Allan in the park?,( 3.0 - 2.0 ),1,Subtraction,Allan brought <1> balloons and Jake brought <2> balloons to the park. how many more balloons did jake have than allan in the park?,( <2> - <1> ),"['<1>', '<2>']","['2', '3']"
264,264,264,chal-265,"Every day Ryan spends 7 hours on learning english, 2 hours on learning chinese and 4 hours on learning spanish.",How many more hours does he spend on learning english than he does on learning spanish?,( 7.0 - 4.0 ),3,Subtraction,"Every day Ryan spends <1> hours on learning english, <2> hours on learning chinese and <3> hours on learning spanish. how many more hours does he spend on learning english than he does on learning spanish?",( <1> - <3> ),"['<1>', '<2>', '<3>']","['7', '2', '4']"
265,265,265,chal-266,Robin has 43 packages of gum. There are 23 pieces in each package. Robin has 8 extra pieces of gum.,How many pieces of gum does Robin have?,( ( 43.0 * 23.0 ) + 8.0 ),997,Addition,Robin has <1> packages of gum. There are <2> pieces in each package. Robin has <3> extra pieces of gum. how many pieces of gum does robin have?,( ( <1> * <2> ) + <3> ),"['<1>', '<2>', '<3>']","['43', '23', '8']"
266,266,266,chal-267,Paul had 108 books. After selling some books in a garage sale and giving 35 books to his friend he had 62 books left.,How many books did he sell in the garage sale?,( ( 108.0 - 35.0 ) - 62.0 ),11,Subtraction,Paul had <1> books. After selling some books in a garage sale and giving <2> books to his friend he had <3> books left. how many books did he sell in the garage sale?,( ( <1> - <2> ) - <3> ),"['<1>', '<2>', '<3>']","['108', '35', '62']"
267,267,267,chal-268,For the walls of the house he would use 12 large planks of wood and 17 small planks. If each large plank of wood needs 14 pieces of nails to be secured and each small plank needs 25 nails.,How many planks does John need for the house wall?,( 12.0 + 17.0 ),29,Addition,For the walls of the house he would use <1> large planks of wood and <2> small planks. If each large plank of wood needs <3> pieces of nails to be secured and each small plank needs <4> nails. how many planks does john need for the house wall?,( <1> + <2> ),"['<1>', '<2>', '<3>', '<4>']","['12', '17', '14', '25']"
268,268,268,chal-269,Melissa played 3 games and scored a total of 81 points scoring the same for each game.,How many points did she score in each game?,( 81.0 / 3.0 ),27,Common-Division,Melissa played <1> games and scored a total of <2> points scoring the same for each game. how many points did she score in each game?,( <2> / <1> ),"['<1>', '<2>']","['3', '81']"
269,269,269,chal-270,Nell collects cards. She had 246 baseball cards and 214 Ace cards. She gave some of her cards to Jeff and now has 404 baseball cards and 495 Ace cards left.,How many more Ace cards than baseball cards does Nell have?,( 495.0 - 404.0 ),91,Subtraction,Nell collects cards. She had <1> baseball cards and <2> Ace cards. She gave some of her cards to Jeff and now has <3> baseball cards and <4> Ace cards left. how many more ace cards than baseball cards does nell have?,( <4> - <3> ),"['<1>', '<2>', '<3>', '<4>']","['246', '214', '404', '495']"
270,270,270,chal-271,Jerry had 8 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed 5 old ones.,How many action figures were on his shelf in all?,( ( 8.0 + 4.0 ) - 5.0 ),7,Subtraction,Jerry had <1> action figures on a shelf in his room. Later he added <2> more action figures to the shelf and removed <3> old ones. how many action figures were on his shelf in all?,( ( <1> + <2> ) - <3> ),"['<1>', '<2>', '<3>']","['8', '4', '5']"
271,271,271,chal-272,Paige was helping her mom plant flowers and together they planted 45 seeds in 9 flowerbeds. If they put same number of seeds in each flower bed,How many seeds did they plant in each flowerbed?,( 45.0 / 9.0 ),5,Common-Division,Paige was helping her mom plant flowers and together they planted <1> seeds in <2> flowerbeds. If they put same number of seeds in each flower bed how many seeds did they plant in each flowerbed?,( <1> / <2> ),"['<1>', '<2>']","['45', '9']"
272,272,272,chal-273,A mailman has to give 4 pieces of junk mail to each house in each of the 81 blocks. If there are 12 houses in each block,How many pieces of junk mail should he give in each block?,( 4.0 * 12.0 ),48,Multiplication,A mailman has to give <1> pieces of junk mail to each house in each of the <2> blocks. If there are <3> houses in each block how many pieces of junk mail should he give in each block?,( <1> * <3> ),"['<1>', '<2>', '<3>']","['4', '81', '12']"
273,273,273,chal-274,The ring toss game at the carnival made 325 dollars in the first 154 days and 114 dollars in the remaining 57 days.,How much did they make per day in the remaining 57 days at the carnival?,( 114.0 / 57.0 ),2,Common-Division,The ring toss game at the carnival made <1> dollars in the first <2> days and <3> dollars in the remaining <4> days. how much did they make per day in the remaining <5> days at the carnival?,( <3> / <4> ),"['<1>', '<2>', '<3>', '<4>', '<5>']","['325', '154', '114', '57', '57']"
274,274,274,chal-275,Brenda's mother made cookies for 10 guests but 9 guests did not come. If she prepared 18 cookies and each guest had the same number of cookies,How many did each of them have?,( 18.0 / ( 10.0 - 9.0 ) ),18,Common-Division,Brenda's mother made cookies for <1> guests but <2> guests did not come. If she prepared <3> cookies and each guest had the same number of cookies how many did each of them have?,( <3> / ( <1> - <2> ) ),"['<1>', '<2>', '<3>']","['10', '9', '18']"
275,275,275,chal-276,Mary is baking a cake. The recipe calls for 9 cups of sugar 7 cups of flour and 4 cups of salt. She already put in 2 cups of flour.,How many more cups of flour than cups of salt does she need to add now?,( ( 7.0 - 2.0 ) - 4.0 ),1,Subtraction,Mary is baking a cake. The recipe calls for <1> cups of sugar <<4>> cups of flour and <3> cups of salt. She already put in 2 cups of flour. how many more cups of flour than cups of salt does she need to add now?,( ( <<4>- 2.0 ) - <3> ),"['<1>', '<2>', '<3>', '<4>']","['9', '7', '4', '2']"
276,276,276,chal-277,Baker made some cakes. He sold 145 of them. If he still has 72 cakes left,How many cakes did baker make?,( 145.0 + 72.0 ),217,Addition,Baker made some cakes. He sold <1> of them. If he still has <2> cakes left how many cakes did baker make?,( <1> + <2> ),"['<1>', '<2>']","['145', '72']"
277,277,277,chal-278,Jesse needs a carpet of size 10 square feet to cover her room. If her room is 2 feet wide,What is the length of her room?,( 10.0 / 2.0 ),5,Common-Division,Jesse needs a carpet of size <1> square feet to cover her room. If her room is <2> feet wide what is the length of her room?,( <1> / <2> ),"['<1>', '<2>']","['10', '2']"
278,278,278,chal-279,There are some bananas in Philip's banana collection. If the bananas are organized into 140 groups of size 187,How many bananas does he have in his collection?,( 140.0 * 187.0 ),26180,Multiplication,There are some bananas in Philip's banana collection. If the bananas are organized into <1> groups of size <2> how many bananas does he have in his collection?,( <1> * <2> ),"['<1>', '<2>']","['140', '187']"
279,279,279,chal-280,Rebecca wants to split a collection of eggs into groups of 6. Rebecca has 18 eggs 72 bananas and 66 marbles.,How many groups will be created?,( 18.0 / 6.0 ),3,Common-Division,Rebecca wants to split a collection of eggs into groups of <1>. Rebecca has <2> eggs <3> bananas and <4> marbles. how many groups will be created?,( <2> / <1> ),"['<1>', '<2>', '<3>', '<4>']","['6', '18', '72', '66']"
280,280,280,chal-281,Jessie currently weighs 9 kilograms. After she started to go jogging everyday she lost 62 kilograms in the first week and 140 kilograms in the second week.,How much did she weigh before starting to jog?,( ( 9.0 + 62.0 ) + 140.0 ),211,Addition,Jessie currently weighs <1> kilograms. After she started to go jogging everyday she lost <2> kilograms in the first week and <3> kilograms in the second week. how much did she weigh before starting to jog?,( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>']","['9', '62', '140']"
281,281,281,chal-282,The school is planning a field trip. The school has 72 classrooms. There are 3 seats on each school bus. If there are a total of 111 students in the school,How many buses are needed to take the trip?,( 111.0 / 3.0 ),37,Common-Division,The school is planning a field trip. The school has <1> classrooms. There are <2> seats on each school bus. If there are a total of <3> students in the school how many buses are needed to take the trip?,( <3> / <2> ),"['<1>', '<2>', '<3>']","['72', '3', '111']"
282,282,282,chal-283,13 campers went rowing and 59 campers went hiking in the morning. 21 campers went rowing in the afternoon.,How many campers went rowing in all?,( 13.0 + 21.0 ),34,Addition,<1> campers went rowing and <2> campers went hiking in the morning. <3> campers went rowing in the afternoon. how many campers went rowing in all?,( <1> + <3> ),"['<1>', '<2>', '<3>']","['13', '59', '21']"
283,283,283,chal-284,Jerry had 9 action figures on a shelf in his room. Later he added 7 more action figures to the shelf. If he also has 10 books on the shelf,How many more action figures than books were on his shelf?,( ( 9.0 + 7.0 ) - 10.0 ),6,Subtraction,Jerry had <1> action figures on a shelf in his room. Later he added <2> more action figures to the shelf. If he also has <3> books on the shelf how many more action figures than books were on his shelf?,( ( <1> + <2> ) - <3> ),"['<1>', '<2>', '<3>']","['9', '7', '10']"
284,284,284,chal-285,Josh had 22 marbles in his collection. He found 13 marbles ones while he lost 5 marbles.,How many marbles does he have now?,( ( 22.0 - 5.0 ) + 13.0 ),30,Addition,Josh had <1> marbles in his collection. He found <2> marbles ones while he lost <3> marbles. how many marbles does he have now?,( ( <1> - <3> ) + <2> ),"['<1>', '<2>', '<3>']","['22', '13', '5']"
285,285,285,chal-286,For the walls of the house he would use 12 large planks of wood and 10 small planks. If large planks together need 15 pieces of nails to be secured and small planks together need 5 nails.,How many nails does John need for the house wall?,( 15.0 + 5.0 ),20,Addition,For the walls of the house he would use <1> large planks of wood and <2> small planks. If large planks together need <3> pieces of nails to be secured and small planks together need <4> nails. how many nails does john need for the house wall?,( <3> + <4> ),"['<1>', '<2>', '<3>', '<4>']","['12', '10', '15', '5']"
286,286,286,chal-287,Paul got a box of 589 crayons for his birthday. During the school year he gave 571 crayons to his friends while he lost 161 crayons.,How many more crayons did he give to his friends than those he lost?,( 571.0 - 161.0 ),410,Subtraction,Paul got a box of <1> crayons for his birthday. During the school year he gave <2> crayons to his friends while he lost <3> crayons. how many more crayons did he give to his friends than those he lost?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['589', '571', '161']"
